season,player_display_name,recent_team,shap_passing_yards,shap_passing_tds,shap_passing_interceptions,shap_passing_epa,shap_passing_cpoe,shap_rushing_yards,shap_rushing_tds,shap_rushing_epa,shap_receiving_yards,shap_receiving_tds,shap_receiving_epa,shap_win_pct
2010,Rob Gronkowski,NE,-0.72574794,-1.3316971,0.411636,-0.61667866,-0.846394,-0.33873388,-0.13257682,-0.7389354,0.018822297,0.047870956,-0.45421624,0.7010376
2010,Derrick Mason,BAL,-0.64132935,-1.2311531,0.41071975,-0.6254509,-0.8809763,-0.43130267,-0.14342438,-0.8011592,0.030730864,0.047870956,-0.4620652,0.09937221
2010,Jason Witten,DAL,-0.5813539,-1.0851872,0.39750692,-0.53940743,-0.7707673,-0.4037395,-0.14246644,-0.7600475,0.030730864,0.047870956,-0.35569933,-1.0212609
2010,Deion Branch,NE,-0.72574794,-1.3316971,0.411636,-0.61667866,-0.846394,-0.33873388,-0.13257682,-0.7389354,0.018822297,0.047870956,-0.45421624,0.7010376
2010,Mike Thomas,JAX,-0.5760715,-1.1014173,0.4006382,-0.5521197,-0.78428346,-0.2940149,-0.14246644,-0.7016516,0.030730864,0.047870956,-0.35569933,-0.9967595
2010,Patrick Crayton,LAC,-0.5813539,-1.0851872,0.39750692,-0.53940743,-0.7707673,-0.4037395,-0.14246644,-0.7600475,0.030730864,0.047870956,-0.35569933,-1.0212609
2010,Hines Ward,PIT,-0.64132935,-1.2311531,0.41071975,-0.6254509,-0.8809763,-0.43130267,-0.14342438,-0.8011592,0.030730864,0.047870956,-0.4620652,0.09937221
2010,Lance Moore,NO,-0.6076672,-1.0805442,0.41049388,-0.5373798,-0.7912291,-0.43622285,-0.1439253,-0.76675826,0.030730864,0.047870956,-0.40498587,-0.59447527
2010,Wes Welker,NE,-0.72574794,-1.3316971,0.411636,-0.61667866,-0.846394,-0.33873388,-0.13257682,-0.7389354,0.018822297,0.047870956,-0.45421624,0.7010376
2010,Aaron Hernandez,NE,-0.72046554,-1.3348333,0.4147672,-0.63852733,-0.8877612,-0.4480981,-0.13257682,-0.5389461,0.018822297,0.047870956,-0.45421624,0.75948745
2011,Drew Brees,NO,0.8598483,1.3089188,-2.0246716,2.591942,0.23641108,-0.49964392,-0.04778251,-0.36258435,-0.0012559528,-0.006099512,0.100302726,0.8008033
2011,Aaron Rodgers,GB,0.09362435,1.5857036,0.8874666,2.798202,0.31746373,0.5239434,-0.17984085,-0.24556126,-0.0012559528,-0.0072009587,0.15221317,1.2295359
2011,Tom Brady,NE,0.85989684,1.1176918,-2.004499,2.5720444,0.4299825,-0.2390888,-0.15219872,-0.6609441,-0.0012559528,-0.006099512,0.100302726,0.94316757
2011,Philip Rivers,LAC,-0.0558501,-0.4283594,-1.5607113,0.47547895,0.71288836,-0.49952853,-0.10565386,-0.4318173,-0.0113498755,-0.0072009587,0.047105774,-1.3814516
